"kegg","intpathway","LCS","Gene Agreement","GenePair Agreement"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","tyrosine_metabolism","0","0.028","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","fatty_acid_elongation,","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","other_types_of_o-glycan_biosynthesis","0","0.020","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","nicotinate_and_nicotinamide_metabolism","0","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","pyridoxal_5'-phosphate_salvage_pathway","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","non-oxidative_branch_of_the_pentose_pathway","0","0.014","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","regulation_of_autophagy","0","0.026","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","citrate_cycle_(tca_cycle)","0","0.050","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","very_long_chain_fatty_acid_biosynthesis","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","non-homologous_end-joining","0","0.015","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","m-cresol_degradation","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","tryptophan_biosynthesis","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","eukaryotic_transcription_initiation","0","0.047","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_ubiquinone_biosynthesis","0","0.012","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glutamate_biosynthesis","0","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","lysine_degradation","0","0.022","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","tca_cycle","0","0.049","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","acetate_utilization","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glucose-6-phosphate_biosynthesis","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","inositol_phosphate_biosynthesis","0","0.065","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","biotin_metabolism","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","mitochondrial_trna_synthetases","0","0.022","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","aminoacyl-trna_biosynthesis","0","0.059","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","cysteine_and_methionine_metabolism","0","0.047","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_glutamate_biosynthesis","0","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glutamine_biosynthesis","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","nucleotide_metabolism","0","0.059","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","thioredoxin_system","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_chorismate","0","0.047","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","one_carbon_pool_by_folate","0","0.023","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","colanic_acid_building_blocks_biosynthesis","0","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_phospholipid_biosynthesis","0","0.032","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","xylulose_degradation","0","0.002","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","chitosan_biosynthesis","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glycine_biosynthesis","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","xylose_metabolism","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_sulfur_amino_acid_biosynthesis","0","0.032","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","proteasome","0","0.065","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","phosphatidate_biosynthesis_i_(the_dihydroxyacetone_pathway)","1","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","taurine_and_hypotaurine_metabolism","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","sucrose_biosynthesis","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","aspartate_biosynthesis","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","spermine,_spermidine_and_methylthioadenosine_biosynthesis","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","rna_polymerase","0","0.044","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","2-ketoglutarate_dehydrogenase_complex","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","steroid_biosynthesis","0","0.023","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_acetoin_and_butanediol_biosynthesis","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glycogen_catabolism","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","metabolic_pathways","0","0.676","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","methionine_degradation","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glycerol_biosynthesis","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","mapk_signaling_pathway","0","0.086","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","ribosome","0","0.206","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_leucine,_isoleucine,_and_valine_biosynthesis","0","0.017","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","fatty_acid_elongation","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glycerol_degradation","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","nad_salvage_pathway","0","0.015","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","fructose_degradation","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","tyrosine_degradation","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","cytoplasmic_ribosomal_proteins","0","0.161","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","cell_cycle_-_yeast","0","0.181","0.001"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","threonine_degradation","0","0.003","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","ergosterol_biosynthesis","0","0.034","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","salvage_pathways_of_adenine,_hypoxanthine_and_their_nucleosides","1","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","lipoic_acid_metabolism","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","phenylalanine,_tyrosine,_tryptophan_biosynthesis","0","0.026","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_tca_cycle_and_glyoxylate_cycle","0","0.040","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glutathione-glutaredoxin_system","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","dehydro-d-arabinono-1,4-lactone_biosynthesis","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","galactose_degradation","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","cysteine_biosynthesis_from_homoserine","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","fatty_acid_biosynthesis,_initial_steps","0","0.011","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","sucrose_degradation","0","0.002","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","methylglyoxal_catabolism","0","0.005","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","tca_cycle,_aerobic_respiration","0","0.031","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","lipases_biosynthesis","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","acetoin_biosynthesis","0","0.009","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","mevalonate_pathway","0","0.014","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","pyrimidine_metabolism","0","0.103","0.001"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","stearate_biosynthesis","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","ether_lipid_metabolism","0","0.008","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","serine_biosynthesis","0","0.006","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","superpathway_of_ergosterol_biosynthesis","0","0.034","0.000"
"galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","glutathione_metabolism","0","0.035","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","fatty_acid_oxidation","0","0.064","0.003"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycine_biosynthesis_from_threonine","0","0.007","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","salvage_pathways_of_guanine,_xanthine_and_their_nucleosides","0","0.020","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","n-glycan_biosynthesis","0","0.240","0.004"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycerolipid_metabolism","0","0.107","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","other_glycan_degradation","0","0.007","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","trehalose_biosynthesis","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","butanoate_metabolism","0","0.125","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","trehalose_degradation,_low_osmolarity","0","0.033","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","phenylalanine_metabolism","0","0.058","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","cholesterol_biosynthesis","0","0.083","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","histidine_biosynthesis","0","0.045","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","oleate_biosynthesis","0","0.007","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","methionine_salvage_pathway","0","0.089","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","protein_export","0","0.131","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","pyruvate_dehydrogenase_pathway","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","dna_replication","0","0.219","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","rump_cycle_and_formaldehyde_assimilation","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","genes_of_meiotic_recombination","0","0.101","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","mannose_degradation","0","0.026","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","tyrosine_biosynthesis","0","0.026","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycerophospholipid_metabolism","0","0.176","0.005"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","sphingolipid_metabolism","0","0.119","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","basal_transcription_factors","0","0.148","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glucose-1-phosphate_metabolism","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","superpathway_of_heme_and_siroheme_biosynthesis","0","0.064","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","peroxisome","0","0.192","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","lactose_degradation","0","0.045","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycine_cleavage_complex","0","0.020","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycolysis_and_gluconeogenesis","0","0.336","0.017"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","lysine_biosynthesis","0","0.071","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","sulfur_metabolism","0","0.095","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","terpenoid_backbone_biosynthesis","0","0.083","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","trehalose_anabolism","0","0.052","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","phagosome","0","0.203","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","valine,_leucine_and_isoleucine_degradation","0","0.136","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","arginine_degradation","0","0.033","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","base_excision_repair","0","0.107","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","superpathway_of_fatty_acid_biosynthesis,","0","0.052","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","pathways_of_chorismate","0","0.153","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glutamate_degradation","0","0.119","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glycine_degradation","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","folate_transformations","0","0.071","0.003"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","folate_biosynthesis","0","0.125","0.004"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","rna_transport","0","0.396","0.007"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","xylulose-monophosphate_cycle","0","0.033","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","phenylalanine_degradation","0","0.077","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","homocysteine_and_cysteine_interconversion","0","0.026","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","aerobic_respiration,_electron_transport_chain","0","0.165","0.008"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","superpathway_of_histidine,_purine,_and_pyrimidine","0","0.265","0.029"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","butanediol_degradation","0","0.007","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","cyanoamino_acid_metabolism","0","0.058","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","fructose_and_mannose_metabolism","0","0.165","0.006"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","riboflavin,_fmn_and_fad_biosynthesis","0","0.052","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","valine_degradation","0","0.071","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","aerobic_glycerol_catabolism","0","0.107","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","glutathione_degradation","0","0.013","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","phenylalanine_and_tyrosine_biosynthesis","0","0.033","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","synthesis_and_degradation_of_ketone_bodies","0","0.013","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","pantothenate_and_coa_biosynthesis","0","0.119","0.002"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","purine_metabolism","0","0.467","0.030"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","histidine_metabolism","0","0.095","0.001"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","sulfur_amino_acid_biosynthesis","0","0.089","0.000"
"citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","oxidative_phosphorylation","0","0.349","0.005"
