"intpathway","kegg","LCS","Gene Agreement","GenePair Agreement"
"xylulose-monophosphate_cycle","aminoacyl-trna_biosynthesis,_eukaryotes","11","0.965","1.000"
"xylulose-monophosphate_cycle","scf-grr1_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","15","0.965","1.000"
"xylulose-monophosphate_cycle","n-glycan_biosynthesis,_high-mannose_type","13","0.965","1.000"
"xylulose-monophosphate_cycle","cell_cycle_-_g1/s_transition","8","0.965","1.000"
"xylulose-monophosphate_cycle","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","13","0.965","1.000"
"xylulose-monophosphate_cycle","succinate_dehydrogenase_(ubiquinone)","8","0.965","1.000"
"xylulose-monophosphate_cycle","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","16","0.965","1.000"
"xylulose-monophosphate_cycle","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","14","0.965","1.000"
"xylulose-monophosphate_cycle","beta-oxidation,_acyl-coa_synthesis","10","0.965","1.000"
"xylulose-monophosphate_cycle","escrt-0_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","proline_biosynthesis,_glutamate_=>_proline","12","0.965","1.000"
"xylulose-monophosphate_cycle","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","12","0.965","1.000"
"xylulose-monophosphate_cycle","glyoxylate_cycle","12","0.965","1.000"
"xylulose-monophosphate_cycle","exosome,_archaea","8","0.965","1.000"
"xylulose-monophosphate_cycle","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","15","0.965","1.000"
"xylulose-monophosphate_cycle","camp_signaling","5","0.965","1.000"
"xylulose-monophosphate_cycle","f-type_atpase,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","sphingosine_degradation","8","0.965","1.000"
"xylulose-monophosphate_cycle","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","20","0.965","1.000"
"xylulose-monophosphate_cycle","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","10","0.965","1.000"
"xylulose-monophosphate_cycle","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","15","0.965","1.000"
"xylulose-monophosphate_cycle","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","17","0.965","1.000"
"xylulose-monophosphate_cycle","ski_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","mrx_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","13","0.965","1.000"
"xylulose-monophosphate_cycle","lsm_1-7_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","glycolysis,_core_module_involving_three-carbon_compounds","13","0.965","1.000"
"xylulose-monophosphate_cycle","sm_core_complex","8","0.965","1.000"
"xylulose-monophosphate_cycle","cell_cycle_-_g2/m_transition","8","0.965","1.000"
"xylulose-monophosphate_cycle","dna_polymerase_alpha_/_primase_complex","12","0.965","1.000"
"xylulose-monophosphate_cycle","decapping_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","sec61_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","mcm_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","spliceosome,_u1-snrnp","7","0.965","1.000"
"xylulose-monophosphate_cycle","cap_binding_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","h/aca_ribonucleoprotein_complex","12","0.965","1.000"
"xylulose-monophosphate_cycle","origin_recognition_complex","9","0.965","1.000"
"xylulose-monophosphate_cycle","n-glycan_precursor_trimming","5","0.965","1.000"
"xylulose-monophosphate_cycle","gins_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","tetrahydrofolate_biosynthesis,_gtp_=>_thf","9","0.965","1.000"
"xylulose-monophosphate_cycle","lsm_2-8_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","proteasome,_19s_regulatory_particle_(pa700)","10","0.965","1.000"
"xylulose-monophosphate_cycle","rf-c_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","15","0.965","1.000"
"xylulose-monophosphate_cycle","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","12","0.965","1.000"
"xylulose-monophosphate_cycle","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","13","0.965","1.000"
"xylulose-monophosphate_cycle","holo-tfiih_complex","8","0.965","1.000"
"xylulose-monophosphate_cycle","serine_biosynthesis,_glycerate-3p_=>_serine","11","0.965","1.000"
"xylulose-monophosphate_cycle","cytochrome_bc1_complex","10","0.965","1.000"
"xylulose-monophosphate_cycle","escrt-iii_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","14","0.965","1.000"
"xylulose-monophosphate_cycle","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","16","0.965","1.000"
"xylulose-monophosphate_cycle","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","15","0.965","1.000"
"xylulose-monophosphate_cycle","c1-unit_interconversion,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","12","0.965","1.000"
"xylulose-monophosphate_cycle","gaba_(gamma-aminobutyrate)_shunt","8","0.965","1.000"
"xylulose-monophosphate_cycle","n-glycosylation_by_oligosaccharyltransferase","13","0.965","1.000"
"xylulose-monophosphate_cycle","coenzyme_a_biosynthesis,_pantothenate_=>_coa","14","0.965","1.000"
"xylulose-monophosphate_cycle","fatty_acid_biosynthesis,_initiation","8","0.965","1.000"
"xylulose-monophosphate_cycle","gpi-anchor_biosynthesis,_core_oligosaccharide","11","0.965","1.000"
"xylulose-monophosphate_cycle","pentose_phosphate_pathway_(pentose_phosphate_cycle)","21","0.965","1.000"
"xylulose-monophosphate_cycle","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","11","0.965","1.000"
"xylulose-monophosphate_cycle","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","13","0.965","1.000"
"xylulose-monophosphate_cycle","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","13","0.965","1.000"
"xylulose-monophosphate_cycle","p97-ufd1-npl4_complex","8","0.965","1.000"
"xylulose-monophosphate_cycle","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","14","0.965","1.000"
"xylulose-monophosphate_cycle","citrate_cycle_(tca_cycle,_krebs_cycle)","11","0.965","1.000"
"xylulose-monophosphate_cycle","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","15","0.965","1.000"
"xylulose-monophosphate_cycle","methionine_salvage_pathway","8","0.965","1.000"
"xylulose-monophosphate_cycle","apc/c_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","rna_polymerase_ii,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","ornithine_biosynthesis,_glutamate_=>_ornithine","11","0.965","1.000"
"xylulose-monophosphate_cycle","assimilatory_sulfate_reduction,_sulfate_=>_h2s","11","0.965","1.000"
"xylulose-monophosphate_cycle","eif4f_complex","5","0.965","1.000"
"xylulose-monophosphate_cycle","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","19","0.965","1.000"
"xylulose-monophosphate_cycle","prpp_biosynthesis,_ribose_5p_=>_prpp","8","0.965","1.000"
"xylulose-monophosphate_cycle","dna_damage-induced_cell_cycle_checkpoints","10","0.965","1.000"
"xylulose-monophosphate_cycle","copii_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","ergocalciferol_biosynthesis","7","0.965","1.000"
"xylulose-monophosphate_cycle","rna_polymerase_iii,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","14","0.965","1.000"
"xylulose-monophosphate_cycle","scf-met30_complex","8","0.965","1.000"
"xylulose-monophosphate_cycle","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","16","0.965","1.000"
"xylulose-monophosphate_cycle","tramp_complex","6","0.965","1.000"
"xylulose-monophosphate_cycle","histidine_biosynthesis,_prpp_=>_histidine","10","0.965","1.000"
"xylulose-monophosphate_cycle","ribosome,_eukaryotes","7","0.965","1.000"
"xylulose-monophosphate_cycle","escrt-ii_complex","7","0.965","1.000"
"xylulose-monophosphate_cycle","tryptophan_biosynthesis,_chorismate_=>_tryptophan","12","0.965","1.000"
"xylulose-monophosphate_cycle","proteasome,_20s_core_particle","10","0.965","1.000"
"xylulose-monophosphate_cycle","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","12","0.965","1.000"
"xylulose-monophosphate_cycle","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","13","0.965","1.000"
"xylulose-monophosphate_cycle","fatty_acid_biosynthesis,_elongation","8","0.965","1.000"
"xylulose-monophosphate_cycle","rna_polymerase_i,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","exosome,_eukaryotes","8","0.965","1.000"
"xylulose-monophosphate_cycle","dna_polymerase_epsilon_complex","9","0.965","1.000"
"xylulose-monophosphate_cycle","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","15","0.965","1.000"
"xylulose-monophosphate_cycle","n-glycan_precursor_biosynthesis","8","0.965","1.000"
"xylulose-monophosphate_cycle","cytochrome_bc1_complex_respiratory_unit","10","0.965","1.000"
"xylulose-monophosphate_cycle","dna_polymerase_zeta  complex","9","0.965","1.000"
"xylulose-monophosphate_cycle","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","12","0.965","1.000"
"xylulose-monophosphate_cycle","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","14","0.965","1.000"
"xylulose-monophosphate_cycle","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","13","0.965","1.000"
"xylulose-monophosphate_cycle","scf-cdc4_complex","6","0.965","1.000"
"phenylalanine_degradation","c5_isoprenoid_biosynthesis,_mevalonate_pathway","11","0.965","1.000"
"phenylalanine_degradation","gluconeogenesis,_oxaloacetate_=>_fructose-6p","10","0.965","1.000"
"phenylalanine_degradation","aminoacyl-trna_biosynthesis,_eukaryotes","11","0.965","1.000"
"phenylalanine_degradation","scf-grr1_complex","3","0.965","1.000"
"phenylalanine_degradation","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","12","0.965","1.000"
"phenylalanine_degradation","n-glycan_biosynthesis,_high-mannose_type","11","0.965","1.000"
"phenylalanine_degradation","cell_cycle_-_g1/s_transition","12","0.965","1.000"
"phenylalanine_degradation","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","13","0.965","1.000"
"phenylalanine_degradation","succinate_dehydrogenase_(ubiquinone)","11","0.965","1.000"
"phenylalanine_degradation","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","16","0.965","1.000"
"phenylalanine_degradation","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","13","0.965","1.000"
"phenylalanine_degradation","beta-oxidation,_acyl-coa_synthesis","10","0.965","1.000"
"phenylalanine_degradation","escrt-0_complex","4","0.965","1.000"
"phenylalanine_degradation","proline_biosynthesis,_glutamate_=>_proline","13","0.965","1.000"
"phenylalanine_degradation","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","15","0.965","1.000"
"phenylalanine_degradation","glyoxylate_cycle","6","0.965","1.000"
"phenylalanine_degradation","exosome,_archaea","6","0.965","1.000"
"phenylalanine_degradation","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","14","0.965","1.000"
"phenylalanine_degradation","camp_signaling","7","0.965","1.000"
"phenylalanine_degradation","f-type_atpase,_eukaryotes","9","0.965","1.000"
"phenylalanine_degradation","sphingosine_degradation","18","0.965","1.000"
"phenylalanine_degradation","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","11","0.965","1.000"
"phenylalanine_degradation","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","11","0.965","1.000"
"phenylalanine_degradation","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","13","0.965","1.000"
"phenylalanine_degradation","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","13","0.965","1.000"
"phenylalanine_degradation","ski_complex","3","0.965","1.000"
"phenylalanine_degradation","mrx_complex","3","0.965","1.000"
"phenylalanine_degradation","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","17","0.965","1.000"
"phenylalanine_degradation","lsm_1-7_complex","3","0.965","1.000"
"phenylalanine_degradation","glycolysis,_core_module_involving_three-carbon_compounds","12","0.965","1.000"
"phenylalanine_degradation","sm_core_complex","3","0.965","1.000"
"phenylalanine_degradation","cell_cycle_-_g2/m_transition","12","0.965","1.000"
"phenylalanine_degradation","dna_polymerase_alpha_/_primase_complex","10","0.965","1.000"
"phenylalanine_degradation","decapping_complex","6","0.965","1.000"
"phenylalanine_degradation","sec61_complex","3","0.965","1.000"
"phenylalanine_degradation","mcm_complex","3","0.965","1.000"
"phenylalanine_degradation","spliceosome,_u1-snrnp","7","0.965","1.000"
"phenylalanine_degradation","cap_binding_complex","6","0.965","1.000"
"phenylalanine_degradation","h/aca_ribonucleoprotein_complex","10","0.965","1.000"
"phenylalanine_degradation","origin_recognition_complex","9","0.965","1.000"
"phenylalanine_degradation","n-glycan_precursor_trimming","10","0.965","1.000"
"phenylalanine_degradation","gins_complex","4","0.965","1.000"
"phenylalanine_degradation","tetrahydrofolate_biosynthesis,_gtp_=>_thf","10","0.965","1.000"
"phenylalanine_degradation","lsm_2-8_complex","3","0.965","1.000"
"phenylalanine_degradation","proteasome,_19s_regulatory_particle_(pa700)","11","0.965","1.000"
"phenylalanine_degradation","rf-c_complex","3","0.965","1.000"
"phenylalanine_degradation","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","14","0.965","1.000"
"phenylalanine_degradation","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","14","0.965","1.000"
"phenylalanine_degradation","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","12","0.965","1.000"
"phenylalanine_degradation","holo-tfiih_complex","5","0.965","1.000"
"phenylalanine_degradation","serine_biosynthesis,_glycerate-3p_=>_serine","12","0.965","1.000"
"phenylalanine_degradation","cytochrome_bc1_complex","4","0.965","1.000"
"phenylalanine_degradation","escrt-iii_complex","5","0.965","1.000"
"phenylalanine_degradation","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","12","0.965","1.000"
"phenylalanine_degradation","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","14","0.965","1.000"
"phenylalanine_degradation","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","15","0.965","1.000"
"phenylalanine_degradation","c1-unit_interconversion,_eukaryotes","9","0.965","1.000"
"phenylalanine_degradation","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","12","0.965","1.000"
"phenylalanine_degradation","gaba_(gamma-aminobutyrate)_shunt","9","0.965","1.000"
"phenylalanine_degradation","n-glycosylation_by_oligosaccharyltransferase","12","0.965","1.000"
"phenylalanine_degradation","coenzyme_a_biosynthesis,_pantothenate_=>_coa","12","0.965","1.000"
"phenylalanine_degradation","fatty_acid_biosynthesis,_initiation","11","0.965","1.000"
"phenylalanine_degradation","gpi-anchor_biosynthesis,_core_oligosaccharide","12","0.965","1.000"
"phenylalanine_degradation","pentose_phosphate_pathway_(pentose_phosphate_cycle)","10","0.965","1.000"
"phenylalanine_degradation","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","12","0.965","1.000"
"phenylalanine_degradation","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","11","0.965","1.000"
"phenylalanine_degradation","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","13","0.965","1.000"
"phenylalanine_degradation","p97-ufd1-npl4_complex","5","0.965","1.000"
"phenylalanine_degradation","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","13","0.965","1.000"
"phenylalanine_degradation","citrate_cycle_(tca_cycle,_krebs_cycle)","8","0.965","1.000"
"phenylalanine_degradation","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","10","0.965","1.000"
"phenylalanine_degradation","methionine_salvage_pathway","9","0.965","1.000"
"phenylalanine_degradation","apc/c_complex","3","0.965","1.000"
"phenylalanine_degradation","rna_polymerase_ii,_eukaryotes","9","0.965","1.000"
"phenylalanine_degradation","ornithine_biosynthesis,_glutamate_=>_ornithine","12","0.965","1.000"
"phenylalanine_degradation","assimilatory_sulfate_reduction,_sulfate_=>_h2s","12","0.965","1.000"
"phenylalanine_degradation","eif4f_complex","4","0.965","1.000"
"phenylalanine_degradation","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","11","0.965","1.000"
"phenylalanine_degradation","prpp_biosynthesis,_ribose_5p_=>_prpp","8","0.965","1.000"
"phenylalanine_degradation","dna_damage-induced_cell_cycle_checkpoints","10","0.965","1.000"
"phenylalanine_degradation","copii_complex","4","0.965","1.000"
"phenylalanine_degradation","ergocalciferol_biosynthesis","9","0.965","1.000"
"phenylalanine_degradation","rna_polymerase_iii,_eukaryotes","9","0.965","1.000"
"phenylalanine_degradation","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","13","0.965","1.000"
"phenylalanine_degradation","scf-met30_complex","3","0.965","1.000"
"phenylalanine_degradation","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","20","0.965","1.000"
"phenylalanine_degradation","tramp_complex","3","0.965","1.000"
"phenylalanine_degradation","histidine_biosynthesis,_prpp_=>_histidine","10","0.965","1.000"
"phenylalanine_degradation","ribosome,_eukaryotes","6","0.965","1.000"
"phenylalanine_degradation","escrt-ii_complex","5","0.965","1.000"
"phenylalanine_degradation","tryptophan_biosynthesis,_chorismate_=>_tryptophan","13","0.965","1.000"
"phenylalanine_degradation","proteasome,_20s_core_particle","9","0.965","1.000"
"phenylalanine_degradation","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","11","0.965","1.000"
