M26020 AAA35137.1 S000006025 YPL104W
D10263 BAA01104.1 S000003097 YGL129C
M93104 AAA35029.1 S000000146 YBL050W
X74158 CAA52271.1 S000002214 YDL056W
U22153 AAC49023.1 S000003280 YGR048W
D12917 BAA02301.1 S000002510 YDR103W
J03609 AAA34651.1 S000000822 YER020W
U50561 AAC49304.1 S000001736 YKR028W
D10481 BAA01284.1 S000002483 YDR076W
X69300 CAA49158.1 S000003372 YGR140W
L16548 AAB50034.1 S000004306 YLR314C
X03183 CAA26944.1 S000005913 YOR386W
Z35912 CAA84985.1 S000000247 YBR043C
S76380 AAB20894.1 S000000601 YCR008W
Z75022 CAA99312.1 S000005640 YOR114W
Z73236 CAA97620.1 S000004054 YLR064W
U19910 AAA69819.1 S000003402 YGR170W
Z72684 CAA96874.1 S000003130 YGL162W
D38310 BAA07427.1 S000000916 YER114C
AB017593 BAA33217.1 S000007253 YOR298C-A
M22116 AAA34794.1 S000004950 YNL005C
Z72737 CAA96931.1 S000003183 YGL215W
U01300 AAA20052.1 S000004069 YLR079W
Z49336 CAA89352.1 S000003597 YJL061W
Z72798 CAA96996.1 S000003245 YGR013W
Z72592 CAA96774.1 S000003038 YGL070C
M12278 AAA32167.1 S000007279 Q0160
X69322 CAA49163.1 S000005473 YOL113W
X97305 CAA65975.1 S000003051 YGL083W
D43895 BAA07866.1 S000004029 YLR039C
X00551 CAA25220.1 S000001929 YFR033C
U20641 AAB18933.1 S000004801 YMR189W
X58460 CAA41366.1 S000004952 YNL007C
Z73121 CAA97461.1 - YLL016W
M85249 AAA19653.1 S000001541 YKL058W
Z72948 CAA97187.1 S000003395 YGR163W
J05547 AAA34686.1 S000000207 YBR003W
Z73237 CAA97621.1 S000004055 YLR065C
Z74190 CAA98715.1 S000002301 YDL142C
Z72759 CAA96955.1 S000003206 YGL237C
L12761 AAA16206.1 S000004747 YMR139W
L33461 AAA60324.1 S000005380 YOL020W
Z74751 CAA99008.1 S000005369 YOL009C
Z74833 CAA99103.1 S000005451 YOL091W
Z49277 CAA89291.1 S000003539 YJL002C
Z49643 CAA89676.1 S000003904 YJR143C
Z49608 CAA89638.1 S000003869 YJR108W
M63598 AAA34799.1 S000003892 YJR131W
Z28092 CAA81930.1 S000001575 YKL092C
Z75261 CAA99682.1 S000005880 YOR353C
Z75293 CAA99717.1 S000005912 YOR385W
Z49281 CAA89296.1 S000003543 YJL006C
M23871 AAA66914.1 S000000276 YBR072W
Z74922 CAA99203.1 S000005540 YOR014W
X63612 CAA45156.1 S000003517 YGR285C
X68055 CAA48191.1 S000003260 YGR028W
Z46846 CAA86903.1 S000005507 YOL147C
Z73111 CAA97449.1 S000003929 YLL006W
M64719 AAA34562.1 S000001469 YIR030C
D43693 BAA07790.1 S000002569 YDR162C
X15658 CAA33693.1 S000003315 YGR083C
X56084 CAA39564.1 S000005127 YNL183C
Z72658 CAA96847.1 S000003104 YGL136C
AY222081 AAP06934.1 S000007252 YOL013W-B
Z35851 CAA84911.1 S000000186 YBL090W
Z49344 CAA89360.1 S000003605 YJL069C
Z72951 CAA97191.1 S000003398 YGR166W
M38434 AAA34421.1 S000005412 YOL052C
Z15040 CAA78758.1 S000003140 YGL172W
M57898 AAA34956.1 S000029674 R0030W
M57897 AAA34955.1 S000029674 R0030W
L42821 AAB38423.1 S000004886 YMR273C
X54963 CAA38711.1 S000004425 YLR433C
L01424 AAA64990.1 S000001674 YKL191W
U19714 AAA85703.1 S000005710 YOR184W
X64004 CAA45405.1 S000004745 YMR137C
Z72580 CAA96761.1 S000003026 YGL058W
X82656 CAA57979.1 S000005005 YNL061W
X54323 CAA38221.1 S000002597 YDR189W
U85960 AAB46715.1 S000004477 YML015C
Z73227 CAA97585.1 S000004045 YLR055C
M60827 AAA34647.1 S000001880 YFL014W
Z28096 CAA81934.1 S000001579 YKL096W
Z28096 CAA81935.1 S000001956 YKL096W-A
L16923 AAA02757.1 S000003394 YGR162W
Z73191 CAA97541.1 S000004009 YLR019W
Z36057 CAA85149.1 S000000392 YBR188C
X54237 CAA38143.1 S000001266 YIL004C
U75717 AAB69630.1 S000001451 YIR012W
X56885 CAA40206.1 S000004816 YMR203W
U24155 AAB60291.1 S000001700 YKL217W
M98476 AAA34583.1 S000000425 YBR221C
M33667 AAA34429.1 S000001597 YKL114C
Z72810 CAA97008.1 S000003257 YGR025W
U05314 AAA81910.1 S000006111 YPL190C
Z49317 CAA89333.1 S000003578 YJL042W
U07972 AAA79230.1 S000003063 YGL095C
U11049 AAC48980.1 S000003063 YGL095C
D78023 BAA11208.1 S000000823 YER021W
S42186 AAB22844.1 S000003690 YJL154C
Z73145 CAA97491.1 S000003963 YLL040C
U34636 AAB06217.1 S000004617 YMR015C
Z74889 CAA99168.1 S000005507 YOL147C
Z72787 CAA96985.1 S000003234 YGR002C
Z72540 CAA96718.1 S000002986 YGL018C
Z49554 CAA89582.1 S000003815 YJR054W
U41641 AAB17116.1 S000003852 YJR092W
U01835 AAC48912.1 S000001409 YIL147C
X62452 CAA44309.1 S000000628 YCR032W
L40145 AAA83389.1 S000003080 YGL112C
AJ007902 CAA07720.1 S000006232 YPR028W
U17263 AAB46626.1 S000002798 YDR390C
L14615 AAC37367.1 S000004389 YLR397C
U41401 AAC49256.1 S000002578 YDR171W
U49447 AAB96338.1 S000003143 YGL175C
D11088 BAA01860.1 S000000340 YBR136W
D11088 BAA01861.1 S000000341 YBR137W
U55383 AAC49441.1 S000005302 YNR019W
D78022 BAA11207.1 S000001243 YHR200W
L42134 AAB39898.1 S000004126 YLR136C
Z75038 CAA99329.1 S000005656 YOR130C
X61590 CAA43787.1 S000004589 YML120C
Z72523 CAA96701.1 S000002969 YGL001C
X53466 CAA37560.1 S000002188 YDL030W
Z75006 CAA99295.1 S000005624 YOR098C
Z72686 CAA96876.1 S000003132 YGL164C
Z35898 CAA84971.1 S000000233 YBR029C
U22154 AAC49024.1 S000002349 YDL190C
Z72730 CAA96922.1 S000003176 YGL208W
Z28094 CAA81932.1 S000001577 YKL094W
Z49392 CAA89412.1 S000003653 YJL117W
Z28093 CAA81931.1 S000001576 YKL093W
Z74904 CAA99184.1 S000005522 YOL162W
X81155 CAA57053.1 S000003351 YGR119C
AY949911 AAY27313.1 S000003223 YGL254W
AY949899 AAY27301.1 S000003223 YGL254W
AY949908 AAY27310.1 S000003223 YGL254W
AY949894 AAY27296.1 S000003223 YGL254W
AY949891 AAY27293.1 S000003223 YGL254W
AY949910 AAY27312.1 S000003223 YGL254W
AY949902 AAY27304.1 S000003223 YGL254W
AY949903 AAY27305.1 S000003223 YGL254W
Z72611 CAA96795.1 S000003057 YGL089C
Z28050 CAA81885.1 S000001533 YKL050C
X90950 CAA62445.1 S000005653 YOR127W
S63468 AAB27349.2 S000006189 YPL268W
Z74860 CAA99137.1 S000005478 YOL118C
Z73036 CAA97280.1 S000003483 YGR251W
Z73561 CAA97919.1 S000006126 YPL205C
X04287 CAA27835.1 S000002324 YDL165W
U43565 AAA86261.1 S000005850 YOR323C
M14563 AAA34846.1 S000005887 YOR360C
U14974 AAA67724.1 S000001119 YHR077C
X55054 CAA38895.1 S000005251 YNL307C
M28301 AAA34433.1 S000003624 YJL088W
Z36037 CAA85129.1 S000000372 YBR168W
Z72648 CAA96835.1 S000003094 YGL126W
Z74332 CAA98862.1 S000002443 YDR036C
M24418 AAA35173.1 S000006025 YPL104W
Z74983 CAA99268.1 S000005601 YOR075W
Z35793 CAA84852.1 S000000128 YBL032W
U20613 AAA62318.1 S000005674 YOR148C
D23663 BAA04890.1 S000002615 YDR207C
Z75060 CAA99358.1 S000005678 YOR152C
U56937 AAC49616.1 S000004754 YMR146C
U16133 AAA51874.1 S000005603 YOR077W
Z75020 CAA99310.1 S000005638 YOR112W
Z74315 CAA98840.1 S000002426 YDR019C
Z73567 CAA97926.1 S000006132 YPL211W
Z75141 CAA99453.1 S000005759 YOR233W
Z75194 CAA99513.1 S000005812 YOR286W
L00928 AAA35067.1 S000002178 YDL020C
Z71555 CAA96191.1 S000005223 YNL279W
Z49356 CAA89374.1 S000003617 YJL081C
M27300 AAA34804.1 S000000399 YBR195C
Z73178 CAA97528.1 S000003996 YLR006C
U13999 AAA65234.1 S000001891 YFL003C
Z49323 CAA89339.1 S000003584 YJL048C
S58126 AAD13901.1 S000002984 YGL016W
S58126 AAD13898.1 S000002982 YGL014W
S58126 AAD13904.1 S000002985 YGL017W
S58126 AAD13895.1 S000002980 YGL012W
S58126 AAD13894.1 S000002979 YGL011C
S58126 AAD13899.1 S000002983 YGL015C
L21944 AAA35119.1 S000005745 YOR219C
Z71671 CAA96337.1 S000005339 YNR056C
L03536 AAA34916.1 S000003239 YGR007W
L03536 AAA34915.1 S000003238 YGR006W
X01581 CAA25734.1 S000006108 YPL187W
Z71418 CAA96025.1 S000005086 YNL142W
Z28287 CAA82141.1 S000001770 YKR062W
Z73550 CAA97907.1 S000006115 YPL194W
Z28297 CAA82151.1 S000001780 YKR072C
D11461 BAA02016.1 S000001128 YHR086W
Z75256 CAA99676.1 S000005875 YOR348C
Z73268 CAA97659.1 S000004086 YLR096W
Z72997 CAA97239.1 S000003444 YGR212W
M33957 AAA35204.1 S000004583 YML115C
M83375 AAA34577.1 S000004162 YLR172C
Z73525 CAA97875.1 S000006090 YPL169C
Z28064 CAA81901.1 S000001547 YKL064W
U00797 AAA18910.1 S000000375 YBR171W
L31766 AAA34455.1 S000005215 YNL271C
X68496 CAA48510.1 S000000330 YBR126C
Z28313 CAA82167.1 S000001796 YKR088C
U14733 AAC49112.1 S000002551 YDR144C
M96736 AAC37413.1 S000000870 YER068W
Z75036 CAA99327.1 S000005654 YOR128C
M60416 AAA88711.1 S000005206 YNL262W
Z49574 CAA89602.1 S000003835 YJR074W
L11584 AAA35210.1 S000004439 YLR447C
D83267 BAA20087.1 S000001230 YHR187W
U86750 AAC23706.1 S000000309 YBR105C
Z73120 CAA97460.1 S000003938 YLL015W
Z72647 CAA96833.1 S000003093 YGL125W
M14045 AAA34491.1 S000005136 YNL192W
DQ393813 ABD57967.1 S000000893 YER091C
DQ393810 ABD57964.1 S000000893 YER091C
DQ393811 ABD57965.1 S000000893 YER091C
DQ393812 ABD57966.1 S000000893 YER091C
M27209 AAA34900.1 S000001528 YKL045W
Z36161 CAA85257.1 S000000496 YBR292C
Z72620 CAA96804.1 S000003066 YGL098W
M91157 AAA35069.1 S000000028 YAL030W
U08230 AAA17897.1 S000005745 YOR219C
Z49430 CAA89450.1 S000003691 YJL155C
Z72878 CAA97096.1 S000003325 YGR093W
Z74916 CAA99196.1 S000005534 YOR008C
L12467 AAA34635.1 S000003163 YGL195W
L31921 AAA35066.1 S000003095 YGL127C
Z74930 CAA99212.1 S000005548 YOR022C
X51611 CAB56540.1 S000002395 YDL236W
Z14127 CAA78501.1 S000000829 YER027C
Z28205 CAA82050.1 S000001688 YKL205W
M63674 AAA34739.1 S000004911 YMR296C
Z28144 CAA81985.1 S000001627 YKL144C
X05729 CAA29196.1 S000001802 YKR094C
U50630 AAB40936.1 S000005986 YPL065W
M12780 AAA34838.1 S000000967 YER165W
U92975 AAB51390.1 S000004056 YLR066W
X90861 CAA62371.1 S000005496 YOL136C
Z28222 CAA82067.1 S000001705 YKL222C
Z74944 CAA99226.1 S000005562 YOR036W
Z75065 CAA99363.1 S000005683 YOR157C
Z73262 CAA97651.1 S000004080 YLR090W
L23323 AAA21822.1 S000001160 YHR118C
X88901 CAA61363.1 S000004888 YMR275C
Z36049 CAA85141.1 S000000384 YBR180W
Z73071 CAA97318.1 S000003518 YGR286C
Z28025 CAA81860.1 S000001508 YKL025C
Z71494 CAA96121.1 S000005162 YNL218W
Z28305 CAA82159.1 S000001788 YKR080W
Z75236 CAA99649.1 S000005855 YOR328W
Z73572 CAA97931.1 S000006137 YPL216W
Z71441 CAA96052.1 S000005109 YNL165W
Z74136 CAA98654.1 S000002246 YDL088C
U07163 AAA20496.1 S000006130 YPL209C
V00685 CAA24056.1 S000007281 Q0250
Z72881 CAA97099.1 S000003328 YGR096W
Z49590 CAA89617.1 S000003850 YJR090C
Z71509 CAA96138.1 S000005177 YNL233W
M90689 AAC37483.1 S000000295 YBR091C
Z75201 CAA99521.1 S000005819 YOR293W
J04450 AAA66890.1 S000000331 YBR127C
X98000 CAA66637.1 S000002465 YDR058C
M26942 AAA79010.1 S000000276 YBR072W
Z75245 CAA99660.1 S000005864 YOR337W
U38689 AAC49500.1 S000002784 YDR376W
U09670 AAC49111.1 S000001771 YKR063C
Z29332 CAA82529.1 S000000499 YBR295W
X60050 CAA42650.1 S000004786 YMR174C
M74037 AAA34593.1 S000004815 YMR202W
L23752 AAA53677.1 S000005971 YPL050C
Z75072 CAA99370.1 S000005690 YOR164C
Z75224 CAA99636.1 S000005843 YOR316C
Z71286 CAA95870.1 S000004955 YNL010W
Z74891 CAA99170.1 S000005509 YOL149W
Z28188 CAA82031.1 S000001671 YKL188C
U35122 AAA92299.1 S000001166 YHR124W
Z73051 CAA97296.1 S000003498 YGR266W
D10515 BAA01390.1 S000001948 YFR052W
U20373 AAA62233.1 S000004563 YML097C
Z28206 CAA82051.1 S000001689 YKL206C
U18262 AAB17574.1 S000005882 YOR355W
Z72707 CAA96897.1 S000003153 YGL185C
Z75135 CAA99447.1 S000005753 YOR227W
D28552 BAA05906.1 S000000507 YCL001W
X77087 CAA54361.1 S000003628 YJL092W
X77087 CAA54359.1 S000003630 YJL094C
X77087 CAA54360.1 S000003629 YJL093C
Z49480 CAA89500.1 S000003742 YJL205C
Z75056 CAA99354.1 S000005674 YOR148C
X79150 CAA55777.1 S000005380 YOL020W
M95203 AAA34711.1 S000004982 YNL037C
Z36158 CAA85254.1 S000000493 YBR289W
M15189 AAA34977.1 S000006369 YPR165W
Z73583 CAA97942.1 S000006148 YPL227C
X79552 CAA56095.1 S000002393 YDL234C
J03760 AAA34971.1 S000005399 YOL039W
Z49550 CAA89578.1 S000003811 YJR050W
Z36124 CAA85218.1 S000000459 YBR255W
Z72696 CAA96886.1 S000003142 YGL174W
M59708 AAA34598.1 S000005231 YNL287W
Z72831 CAA97045.1 S000003278 YGR046W
D83058 BAA11758.1 S000002235 YDL077C
U44855 AAC49312.1 S000004525 YML060W
X91816 CAA62924.1 S000005298 YNR015W
Z72557 CAA96736.1 S000003003 YGL035C
Z71454 CAA96070.1 S000005122 YNL178W
M61773 AAA34442.1 S000003716 YJL180C
Z28073 CAA81910.1 S000001556 YKL073W
U01017 AAA81360.1 S000001915 YFR019W
Z74829 CAA99099.1 S000005447 YOL087C
Z49299 CAA89315.1 S000003561 YJL024C
L35564 AAB59320.1 S000003823 YJR062C
L35564 AAB59319.1 S000003824 YJR063W
U16780 AAA52752.1 S000005554 YOR028C
V01310 CAA24617.1 S000000535 YCL030C
X74544 CAA52634.1 S000000118 YBL022C
X74544 CAA52633.1 S000000117 YBL021C
M27013 AAA62268.1 S000003065 YGL097W
L14558 AAA34453.1 S000006036 YPL115C
X68628 CAA48602.1 S000003484 YGR252W
U15087 AAA86312.1 S000000116 YBL020W
M57383 AAA34828.1 S000001012 YHL020C
U27016 AAB04172.1 S000004852 YMR239C
U27016 AAB04171.1 S000004853 YMR240C
X93502 CAA63764.1 S000002642 YDR234W
X60307 CAA42852.1 S000001710 YKR002W
U22326 AAA85158.1 S000003539 YJL002C
M62804 AAA34993.1 S000006214 YPR010C
Z80875 CAB02581.1 S000003530 YHR005C-A
U23759 AAB38803.1 S000002161 YDL003W
U34862 AAB38250.1 S000006366 YPR162C
Z17385 CAA78992.1 S000003995 YLR005W
M94533 AAA34749.1 S000000779 YEL053C
L19640 AAA34489.1 S000001121 YHR079C
U37696 AAA96753.1 S000005864 YOR337W
AX057680 CAC22443.1 S000005173 YNL229C
M59835 AAA35214.1 S000000301 YBR097W
U07421 AAA16875.1 S000005653 YOR127W
U14001 AAG02022.1 S000006368 YPR164W
Z28310 CAA82164.1 S000001793 YKR085C
U50142 AAC49314.1 S000004563 YML097C
Z72666 CAA96856.1 S000003112 YGL144C
D14299 BAA20292.1 S000004046 YLR056W
Z74956 CAA99240.1 S000005574 YOR048C
X74551 CAA52645.1 S000004623 YMR021C
Z35884 CAA84957.1 S000000219 YBR015C
X79473 CAA55981.1 S000005028 YNL084C
X70339 CAA49804.1 S000005897 YOR370C
Z49568 CAA89596.1 S000003829 YJR068W
X62877 CAA44670.1 S000003000 YGL032C
M99419 AAA18256.1 S000005224 YNL280C
Z71529 CAA96160.1 S000005197 YNL253W
J03918 AAB04031.1 S000002577 YDR170C
Z28190 CAA82034.1 S000001673 YKL190W
Z74896 CAA99176.1 S000005514 YOL154W
Z73300 CAA97697.1 S000004118 YLR128W
X64457 CAA45787.1 S000003900 YJR139C
Z74968 CAA99253.1 S000005586 YOR060C
Z71464 CAA96082.1 S000005132 YNL188W
U17018 AAA86875.1 S000002772 YDR364C
U76735 AAB58359.1 S000006175 YPL254W
X13964 CAA32143.1 S000000038 YAL040C
J03965 AAA35152.1 S000001872 YFL022C
Z49514 CAA89538.1 S000003775 YJR014W
X06165 CAA29521.1 S000001505 YKL022C
Z73281 CAA97676.1 S000004099 YLR109W
Z71370 CAA95970.1 S000005038 YNL094W
L01620 AAA35108.1 S000002510 YDR103W
Z49506 CAA89528.1 S000003766 YJR006W
A38767 CAA02395.1 S000002895 YDR487C
X69106 CAA48858.1 S000002831 YDR423C
X69481 CAA49238.1 S000004625 YMR023C
M96644 AAA34951.1 S000004022 YLR032W
X92662 CAA63350.1 S000005652 YOR126C
X59749 CAA42421.1 S000005256 YNL312W
J02634 AAA34522.1 S000004387 YLR395C
J04454 AAA34499.1 S000004123 YLR133W
D90460 BAA14424.1 S000002530 YDR123C
U10082 AAC48928.1 S000000946 YER144C
X81066 CAA56953.1 S000000819 YER017C
X67705 CAA47943.1 S000004757 YMR149W
X65126 CAA46254.1 S000000972 YER170W
M31719 AAA34715.1 S000006345 YPR141C
X63941 CAA45371.1 S000005704 YOR178C
X66829 CAA47302.1 S000004624 YMR022W
X04884 CAA28572.1 S000002430 YDR023W
X72970 CAA51479.1 S000003159 YGL191W
M34474 AAA35052.1 S000004388 YLR396C
D26059 BAA05058.1 S000005758 YOR232W
U39947 AAA82258.1 S000001696 YKL213C
M17199 AAA34612.1 S000000532 YCL027W
X97557 CAA66158.1 S000005326 YNR043W
AF004912 AAB82416.1 S000000283 YBR079C
X12493 CAA31013.1 S000005937 YPL016W
Z18294 CAA79163.1 S000001572 YKL089W
Z28348 CAA82202.1 S000006308 YPR104C
D76430 BAA11176.1 S000005381 YOL021C
X59748 CAA42420.1 S000000065 YAR007C
U10700 AAA61566.1 S000003406 YGR174C
X53840 CAA37833.1 S000001793 YKR085C
M26505 AAA34732.1 S000002790 YDR382W
Z35935 CAA85010.1 S000000270 YBR066C
U83407 AAB41051.1 S000005708 YOR182C
D63340 BAA09658.1 S000006010 YPL089C
S69101 AAB30051.1 S000002828 YDR420W
M13971 AAA35058.1 S000002885 YDR477W
M37692 AAA35154.1 S000001067 YHR025W
X84652 CAA59145.1 S000003578 YJL042W
X04776 CAA28470.1 S000000037 YAL039C
Z49567 CAA89595.1 S000003828 YJR067C
Z28017 CAA81852.1 S000001500 YKL017C
Z35936 CAA85011.1 S000000271 YBR067C
X84736 CAA59227.1 S000003445 YGR213C
Z34901 CAA84384.1 S000003139 YGL171W
Z72756 CAA96952.1 S000003203 YGL234W
M21089 AAA35218.1 S000005569 YOR043W
Z49644 CAA89677.1 S000003905 YJR144W
Z75263 CAA99684.1 S000005882 YOR355W
Z74836 CAA99106.1 S000005454 YOL094C
M30484 AAA34685.1 S000002545 YDR138W
Z28240 CAA82087.1 S000001723 YKR015C
Z73254 CAA97641.1 S000004072 YLR082C
Z49461 CAA89481.1 S000003722 YJL186W
L22172 AAA34935.1 S000000763 YEL037C
M11578 AAA34875.1 S000005913 YOR386W
U95757 AAB96559.1 S000001104 YHR062C
Z49592 CAA89620.1 S000003852 YJR092W
Z17312 CAA78960.1 S000003637 YJL101C
Z35846 CAA84906.1 S000000181 YBL085W
Z75032 CAA99323.1 S000005650 YOR124C
Z36000 CAA85088.1 S000000335 YBR131W
Z73063 CAA97309.1 S000003510 YGR278W
Z71648 CAA96313.1 S000005316 YNR033W
Z73275 CAA97668.1 S000004093 YLR103C
Z72572 CAA96752.1 S000003018 YGL050W
Z74768 CAA99026.1 S000005386 YOL026C
Z73165 CAA97513.1 S000003983 YLL060C
Z75059 CAA99357.1 S000005677 YOR151C
M17223 AAA66934.1 S000001295 YIL033C
Z74148 CAA98667.1 S000002258 YDL100C
Z74127 CAA98645.1 S000002237 YDL079C
U14548 AAA21555.1 S000004734 YMR127C
X81715 CAA57359.1 S000004916 YMR301C
L05929 AAA35028.1 S000004198 YLR208W
Z72534 CAA96712.1 S000002980 YGL012W
Z73532 CAA97883.1 S000006097 YPL176C
Z75121 CAA99429.1 S000005739 YOR213C
AB013497 BAA36577.1 S000000206 YBR002C
Z73023 CAA97266.1 S000003470 YGR238C
Z28109 CAA81949.1 S000001592 YKL109W
Z72670 CAA96860.1 S000003116 YGL148W
Z73109 CAA97447.1 S000003927 YLL004W
S81651 AAB36234.1 S000002424 YDR017C
Z28074 CAA81911.1 S000001557 YKL074C
Z73154 CAA97501.1 S000003972 YLL049W
Z49358 CAA89376.1 S000003619 YJL083W
Z72665 CAA96855.1 S000003111 YGL143C
Z36034 CAA85126.1 S000000369 YBR165W
Z73232 CAA97591.1 S000004050 YLR060W
Z35949 CAA85025.1 S000000284 YBR080C
Z71516 CAA96145.1 S000005184 YNL240C
X68506 CAA48518.1 S000003580 YJL044C
Z28106 CAA81946.1 S000001589 YKL106W
Z75124 CAA99433.1 S000005742 YOR216C
Z71538 CAA96169.1 S000005206 YNL262W
Z49546 CAA89574.1 S000003807 YJR046W
Z28250 CAA82097.1 S000001733 YKR025W
CQ768367 CAF33209.1 S000003859 YJR098C
Y14278 CAA74655.1 S000003610 YJL074C
Z36130 CAA85224.1 S000000465 YBR261C
Z35896 CAA84969.1 S000000231 YBR027C
Z73511 CAA97860.1 S000006076 YPL155C
Z74213 CAA98739.1 S000002324 YDL165W
U19857 AAA66522.1 S000002475 YDR068W
Z71577 CAA96219.1 S000005245 YNL301C
Z35887 CAA84960.1 S000000222 YBR018C
U15461 AAC49144.1 S000004900 YMR287C
Z73603 CAA97968.1 S000006168 YPL247C
Z28204 CAA82049.1 S000001687 YKL204W
Z36145 CAA85239.1 S000000480 YBR276C
Z74353 CAA98875.1 S000002464 YDR057W
Z36065 CAA85158.1 S000000400 YBR196C
Z73068 CAA97314.1 S000003515 YGR283C
Z49402 CAA89422.1 S000003663 YJL127C
Z74912 CAA99192.1 S000005530 YOR004W
U55000 AAA99813.1 S000003302 YGR070W
L35177 AAA53401.1 S000006164 YPL243W
Z71339 CAA95936.1 S000005007 YNL063W
U11237 AAA61711.1 S000003105 YGL137W
Z71638 CAA96302.1 S000005306 YNR023W
Z74818 CAA99086.1 S000005436 YOL076W
Z28043 CAA81878.1 S000001526 YKL043W
Z71344 CAA95942.1 S000005012 YNL068C
L08252 AAA34665.1 S000000661 YCR065W
Z73563 CAA97922.1 S000006128 YPL207W
Z35907 CAA84980.1 S000000242 YBR038W
L36815 AAA66189.1 S000006098 YPL177C
Z74385 CAA98910.1 S000002496 YDR089W
Z72890 CAA97109.1 S000003337 YGR105W
Z71534 CAA96165.1 S000005202 YNL258C
Z71568 CAA96210.1 S000005236 YNL292W
Z73317 CAA97717.1 S000004135 YLR145W
Z71530 CAA96161.1 S000005198 YNL254C
X83031 CAA58143.1 S000001249 YHR206W
L00602 AAA16595.1 S000001886 YFL008W
Z75181 CAA99498.1 S000005799 YOR273C
S80522 AAB35749.1 S000004618 YMR016C
Z47789 CAA87710.1 S000002128 YER087C-B
Z73132 CAA97476.1 S000003950 YLL027W
Z72579 CAA96760.1 S000003025 YGL057C
Z74794 CAA99058.1 S000005412 YOL052C
Z74794 CAA99059.1 S000005413 YOL052C-A
M23982 AAA35114.1 S000005738 YOR212W
Z73147 CAA97493.1 S000003965 YLL042C
Z74376 CAA98899.1 S000002487 YDR080W
U23464 AAA64421.1 S000004238 YLR248W
Z73546 CAA97903.1 S000006111 YPL190C
U31374 AAA74489.1 S000004355 YLR363C
Z74755 CAA99012.1 S000005373 YOL013C
Z72571 CAA96751.1 S000003017 YGL049C
Z73507 CAA97856.1 S000006072 YPL151C
Z49311 CAA89327.1 S000003573 YJL036W
M55984 AAA34764.1 S000005251 YNL307C
Z75247 CAA99663.1 S000005866 YOR339C
Z71404 CAA96010.1 S000005072 YNL128W
Z49372 CAA89391.1 S000003633 YJL097W
U01049 AAA69926.1 S000005896 YOR369C
Z71401 CAA96006.1 S000005069 YNL125C
U38415 AAC49364.1 S000004984 YNL039W
Z74819 CAA99087.1 S000005437 YOL077C
Z28218 CAA82063.1 S000001701 YKL218C
X75916 CAA53515.1 S000001450 YIR011C
Z71637 CAA96301.1 S000005305 YNR022C
X82405 CAA57799.1 S000005075 YNL131W
Z71602 CAA96258.1 S000005270 YNL326C
Z72746 CAA96940.1 S000003192 YGL224C
Z73502 CAA97850.1 S000006067 YPL146C
L14578 AAC37401.1 S000003387 YGR155W
X80348 CAA56588.1 S000005075 YNL131W
Z72745 CAA96939.1 S000003191 YGL223C
Z49624 CAA89655.1 S000003885 YJR124C
M95921 AAA34913.1 S000003307 YGR075C
Z74053 CAA98561.1 S000002163 YDL005C
Z74378 CAA98902.1 S000002489 YDR082W
Z72838 CAA97053.1 S000003285 YGR053C
Z73600 CAA97965.1 S000006165 YPL244C
Z75042 CAA99333.1 S000005660 YOR134W
Z75161 CAA99475.1 S000005779 YOR253W
Z75149 CAA99462.1 S000005767 YOR241W
M99489 AAA34384.1 S000003269 YGR037C
Z74972 CAA99257.1 S000005590 YOR064C
Z71628 CAA96290.1 S000005296 YNR013C
Z71301 CAA95887.1 S000004970 YNL025C
X56971 CAA40292.1 S000002979 YGL011C
Z75018 CAA99308.1 S000005636 YOR110W
M31455 AAA35194.1 S000001507 YKL024C
J01366 AAA88757.1 S000002457 YDR050C
Z35159 CAA84524.1 S000000957 YER155C
X68109 CAA48229.1 S000003140 YGL172W
X76343 CAA53962.1 S000004080 YLR090W
Z71548 CAA96180.1 S000005216 YNL272C
Z74146 CAA98665.1 S000002256 YDL098C
M24517 AAB59309.1 S000006264 YPR060C
M98763 AAA34767.1 S000002236 YDL078C
S53418 AAB24903.1 S000001493 YKL010C
S53418 AAB24902.1 S000001495 YKL012W
S53418 AAB24906.1 S000001494 YKL011C
S53418 AAB24904.1 S000001492 YKL009W
X64693 CAA45926.1 S000006259 YPR055W
M21134 AAA34871.1 S000002889 YDR481C
Z18944 CAA79377.1 S000004391 YLR399C
X61398 CAA43669.1 S000001490 YKL007W
U11585 AAA82039.1 S000004873 YMR260C
U50779 AAC49647.1 S000000451 YBR247C
Z71582 CAA96234.1 S000005250 YNL306W
M60730 AAA19439.1 S000005081 YNL137C
M25552 AAA70332.1 S000003767 YJR007W
L25428 AAA16070.1 S000000763 YEL037C
Z71566 CAA96207.1 S000005234 YNL290W
X63315 CAA44926.1 S000000602 YCR009C
J05603 AAA34537.1 S000003045 YGL077C
U23378 AAA64417.1 S000001185 YHR143W-A
M33632 AAA34822.1 S000005624 YOR098C
M13358 AAB63975.1 S000006075 YPL154C
X62394 CAA44266.1 S000004685 YMR080C
M76659 AAA35197.1 S000004685 YMR080C
M15161 AAA74728.1 S000006370 YPR166C
X74152 CAA52264.1 S000001497 YKL014C
X74152 CAA52267.1 S000001498 YKL015W
X74152 CAA52266.1 S000001500 YKL017C
X74152 CAA52265.1 S000001499 YKL016C
M36405 AAA34932.1 S000000662 YCR066W
M17414 AAA18403.1 S000001047 YHR005C
